U$1, 327.22, 13.00, 90.00, 4-PIN-RAY-WU-13.5MM, 4PIN-RAY-WU-EDGE-CONNECTOR
U$4036, 82.90, 121.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4038, 82.89, 124.10, 0.00, 3512-LED, 3512-LED
U$4039, 82.91, 117.90, 180.00, 3512-LED, 3512-LED
U$404, 179.71, 18.90, 180.00, 3512-LED, 3512-LED
U$4040, 74.10, 119.40, 180.00, 0603-1U-CAP, 0603
U$4041, 74.10, 121.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4043, 74.09, 124.10, 0.00, 3512-LED, 3512-LED
U$4044, 74.11, 117.90, 180.00, 3512-LED, 3512-LED
U$4045, 65.30, 121.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4047, 65.29, 124.10, 0.00, 3512-LED, 3512-LED
U$4048, 65.31, 117.90, 180.00, 3512-LED, 3512-LED
U$4049, 56.50, 119.40, 180.00, 0603-1U-CAP, 0603
U$405, 170.90, 22.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4050, 56.50, 121.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4052, 56.49, 124.10, 0.00, 3512-LED, 3512-LED
U$4053, 56.51, 117.90, 180.00, 3512-LED, 3512-LED
U$4054, 47.70, 121.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4056, 47.69, 124.10, 0.00, 3512-LED, 3512-LED
U$4057, 47.71, 117.90, 180.00, 3512-LED, 3512-LED
U$4058, 38.90, 119.40, 180.00, 0603-1U-CAP, 0603
U$4059, 38.90, 121.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4061, 38.89, 124.10, 0.00, 3512-LED, 3512-LED
U$4062, 38.91, 117.90, 180.00, 3512-LED, 3512-LED
U$4063, 30.10, 121.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4065, 30.09, 124.10, 0.00, 3512-LED, 3512-LED
U$4066, 30.11, 117.90, 180.00, 3512-LED, 3512-LED
U$4067, 21.30, 119.40, 180.00, 0603-1U-CAP, 0603
U$4068, 21.30, 121.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$407, 170.89, 25.10, 0.00, 3512-LED, 3512-LED
U$4070, 21.29, 124.10, 0.00, 3512-LED, 3512-LED
U$4071, 21.31, 117.90, 180.00, 3512-LED, 3512-LED
U$4072, 12.50, 121.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4074, 12.49, 124.10, 0.00, 3512-LED, 3512-LED
U$4075, 12.51, 117.90, 180.00, 3512-LED, 3512-LED
U$408, 170.91, 18.90, 180.00, 3512-LED, 3512-LED
U$409, 162.10, 20.40, 180.00, 0603-1U-CAP, 0603
U$410, 162.10, 22.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$412, 162.09, 25.10, 0.00, 3512-LED, 3512-LED
U$413, 162.11, 18.90, 180.00, 3512-LED, 3512-LED
U$414, 153.30, 22.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$416, 153.29, 25.10, 0.00, 3512-LED, 3512-LED
U$417, 153.31, 18.90, 180.00, 3512-LED, 3512-LED
U$418, 144.50, 20.40, 180.00, 0603-1U-CAP, 0603
U$419, 144.50, 22.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$421, 144.49, 25.10, 0.00, 3512-LED, 3512-LED
U$422, 144.51, 18.90, 180.00, 3512-LED, 3512-LED
U$423, 135.70, 22.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4239, 327.22, 130.00, 90.00, 4-PIN-RAY-WU-13.5MM, 4PIN-RAY-WU-EDGE-CONNECTOR
U$4240, 320.50, 128.40, 180.00, 0603-1U-CAP, 0603
U$4241, 320.50, 130.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4243, 320.49, 133.10, 0.00, 3512-LED, 3512-LED
U$4244, 320.51, 126.90, 180.00, 3512-LED, 3512-LED
U$4245, 311.70, 130.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4247, 311.69, 133.10, 0.00, 3512-LED, 3512-LED
U$4248, 311.71, 126.90, 180.00, 3512-LED, 3512-LED
U$4249, 302.90, 128.40, 180.00, 0603-1U-CAP, 0603
U$425, 135.69, 25.10, 0.00, 3512-LED, 3512-LED
U$4250, 302.90, 130.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4252, 302.89, 133.10, 0.00, 3512-LED, 3512-LED
U$4253, 302.91, 126.90, 180.00, 3512-LED, 3512-LED
U$4254, 294.10, 130.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4256, 294.09, 133.10, 0.00, 3512-LED, 3512-LED
U$4257, 294.11, 126.90, 180.00, 3512-LED, 3512-LED
U$4258, 285.30, 128.40, 180.00, 0603-1U-CAP, 0603
U$4259, 285.30, 130.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$426, 135.71, 18.90, 180.00, 3512-LED, 3512-LED
U$4261, 285.29, 133.10, 0.00, 3512-LED, 3512-LED
U$4262, 285.31, 126.90, 180.00, 3512-LED, 3512-LED
U$4263, 276.50, 130.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4265, 276.49, 133.10, 0.00, 3512-LED, 3512-LED
U$4266, 276.51, 126.90, 180.00, 3512-LED, 3512-LED
U$4267, 267.70, 128.40, 180.00, 0603-1U-CAP, 0603
U$4268, 267.70, 130.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$427, 126.90, 20.40, 180.00, 0603-1U-CAP, 0603
U$4270, 267.69, 133.10, 0.00, 3512-LED, 3512-LED
U$4271, 267.71, 126.90, 180.00, 3512-LED, 3512-LED
U$4272, 258.90, 130.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4274, 258.89, 133.10, 0.00, 3512-LED, 3512-LED
U$4275, 258.91, 126.90, 180.00, 3512-LED, 3512-LED
U$4276, 250.10, 128.40, 180.00, 0603-1U-CAP, 0603
U$4277, 250.10, 130.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4279, 250.09, 133.10, 0.00, 3512-LED, 3512-LED
U$428, 126.90, 22.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4280, 250.11, 126.90, 180.00, 3512-LED, 3512-LED
U$4281, 241.30, 130.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4283, 241.29, 133.10, 0.00, 3512-LED, 3512-LED
U$4284, 241.31, 126.90, 180.00, 3512-LED, 3512-LED
U$4285, 232.50, 128.40, 180.00, 0603-1U-CAP, 0603
U$4286, 232.50, 130.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4288, 232.49, 133.10, 0.00, 3512-LED, 3512-LED
U$4289, 232.51, 126.90, 180.00, 3512-LED, 3512-LED
U$4290, 223.70, 130.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4292, 223.69, 133.10, 0.00, 3512-LED, 3512-LED
U$4293, 223.71, 126.90, 180.00, 3512-LED, 3512-LED
U$4294, 214.90, 128.40, 180.00, 0603-1U-CAP, 0603
U$4295, 214.90, 130.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4297, 214.89, 133.10, 0.00, 3512-LED, 3512-LED
U$4298, 214.91, 126.90, 180.00, 3512-LED, 3512-LED
U$4299, 206.10, 130.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$43, 285.30, 11.40, 180.00, 0603-1U-CAP, 0603
U$430, 126.89, 25.10, 0.00, 3512-LED, 3512-LED
U$4301, 206.09, 133.10, 0.00, 3512-LED, 3512-LED
U$4302, 206.11, 126.90, 180.00, 3512-LED, 3512-LED
U$4303, 197.30, 128.40, 180.00, 0603-1U-CAP, 0603
U$4304, 197.30, 130.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4306, 197.29, 133.10, 0.00, 3512-LED, 3512-LED
U$4307, 197.31, 126.90, 180.00, 3512-LED, 3512-LED
U$4308, 188.50, 130.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$431, 126.91, 18.90, 180.00, 3512-LED, 3512-LED
U$4310, 188.49, 133.10, 0.00, 3512-LED, 3512-LED
U$4311, 188.51, 126.90, 180.00, 3512-LED, 3512-LED
U$4312, 179.70, 128.40, 180.00, 0603-1U-CAP, 0603
U$4313, 179.70, 130.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4315, 179.69, 133.10, 0.00, 3512-LED, 3512-LED
U$4316, 179.71, 126.90, 180.00, 3512-LED, 3512-LED
U$4317, 170.90, 130.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4319, 170.89, 133.10, 0.00, 3512-LED, 3512-LED
U$432, 118.10, 22.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4320, 170.91, 126.90, 180.00, 3512-LED, 3512-LED
U$4321, 162.10, 128.40, 180.00, 0603-1U-CAP, 0603
U$4322, 162.10, 130.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4324, 162.09, 133.10, 0.00, 3512-LED, 3512-LED
U$4325, 162.11, 126.90, 180.00, 3512-LED, 3512-LED
U$4326, 153.30, 130.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4328, 153.29, 133.10, 0.00, 3512-LED, 3512-LED
U$4329, 153.31, 126.90, 180.00, 3512-LED, 3512-LED
U$4330, 144.50, 128.40, 180.00, 0603-1U-CAP, 0603
U$4331, 144.50, 130.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4333, 144.49, 133.10, 0.00, 3512-LED, 3512-LED
U$4334, 144.51, 126.90, 180.00, 3512-LED, 3512-LED
U$4335, 135.70, 130.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4337, 135.69, 133.10, 0.00, 3512-LED, 3512-LED
U$4338, 135.71, 126.90, 180.00, 3512-LED, 3512-LED
U$4339, 126.90, 128.40, 180.00, 0603-1U-CAP, 0603
U$434, 118.09, 25.10, 0.00, 3512-LED, 3512-LED
U$4340, 126.90, 130.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4342, 126.89, 133.10, 0.00, 3512-LED, 3512-LED
U$4343, 126.91, 126.90, 180.00, 3512-LED, 3512-LED
U$4344, 118.10, 130.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4346, 118.09, 133.10, 0.00, 3512-LED, 3512-LED
U$4347, 118.11, 126.90, 180.00, 3512-LED, 3512-LED
U$4348, 109.30, 128.40, 180.00, 0603-1U-CAP, 0603
U$4349, 109.30, 130.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$435, 118.11, 18.90, 180.00, 3512-LED, 3512-LED
U$4351, 109.29, 133.10, 0.00, 3512-LED, 3512-LED
U$4352, 109.31, 126.90, 180.00, 3512-LED, 3512-LED
U$4353, 100.50, 130.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4355, 100.49, 133.10, 0.00, 3512-LED, 3512-LED
U$4356, 100.51, 126.90, 180.00, 3512-LED, 3512-LED
U$4357, 91.70, 128.40, 180.00, 0603-1U-CAP, 0603
U$4358, 91.70, 130.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$436, 109.30, 20.40, 180.00, 0603-1U-CAP, 0603
U$4360, 91.69, 133.10, 0.00, 3512-LED, 3512-LED
U$4361, 91.71, 126.90, 180.00, 3512-LED, 3512-LED
U$4362, 82.90, 130.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4364, 82.89, 133.10, 0.00, 3512-LED, 3512-LED
U$4365, 82.91, 126.90, 180.00, 3512-LED, 3512-LED
U$4366, 74.10, 128.40, 180.00, 0603-1U-CAP, 0603
U$4367, 74.10, 130.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4369, 74.09, 133.10, 0.00, 3512-LED, 3512-LED
U$437, 109.30, 22.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4370, 74.11, 126.90, 180.00, 3512-LED, 3512-LED
U$4371, 65.30, 130.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4373, 65.29, 133.10, 0.00, 3512-LED, 3512-LED
U$4374, 65.31, 126.90, 180.00, 3512-LED, 3512-LED
U$4375, 56.50, 128.40, 180.00, 0603-1U-CAP, 0603
U$4376, 56.50, 130.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4378, 56.49, 133.10, 0.00, 3512-LED, 3512-LED
U$4379, 56.51, 126.90, 180.00, 3512-LED, 3512-LED
U$4380, 47.70, 130.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4382, 47.69, 133.10, 0.00, 3512-LED, 3512-LED
U$4383, 47.71, 126.90, 180.00, 3512-LED, 3512-LED
U$4384, 38.90, 128.40, 180.00, 0603-1U-CAP, 0603
U$4385, 38.90, 130.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4387, 38.89, 133.10, 0.00, 3512-LED, 3512-LED
U$4388, 38.91, 126.90, 180.00, 3512-LED, 3512-LED
U$4389, 30.10, 130.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$439, 109.29, 25.10, 0.00, 3512-LED, 3512-LED
U$4391, 30.09, 133.10, 0.00, 3512-LED, 3512-LED
U$4392, 30.11, 126.90, 180.00, 3512-LED, 3512-LED
U$4393, 21.30, 128.40, 180.00, 0603-1U-CAP, 0603
U$4394, 21.30, 130.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4396, 21.29, 133.10, 0.00, 3512-LED, 3512-LED
U$4397, 21.31, 126.90, 180.00, 3512-LED, 3512-LED
U$4398, 12.50, 130.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$44, 285.30, 13.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$440, 109.31, 18.90, 180.00, 3512-LED, 3512-LED
U$4400, 12.49, 133.10, 0.00, 3512-LED, 3512-LED
U$4401, 12.51, 126.90, 180.00, 3512-LED, 3512-LED
U$441, 100.50, 22.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$443, 100.49, 25.10, 0.00, 3512-LED, 3512-LED
U$444, 100.51, 18.90, 180.00, 3512-LED, 3512-LED
U$445, 91.70, 20.40, 180.00, 0603-1U-CAP, 0603
U$446, 91.70, 22.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$448, 91.69, 25.10, 0.00, 3512-LED, 3512-LED
U$449, 91.71, 18.90, 180.00, 3512-LED, 3512-LED
U$450, 82.90, 22.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$452, 82.89, 25.10, 0.00, 3512-LED, 3512-LED
U$453, 82.91, 18.90, 180.00, 3512-LED, 3512-LED
U$454, 74.10, 20.40, 180.00, 0603-1U-CAP, 0603
U$455, 74.10, 22.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4565, 327.22, 139.00, 90.00, 4-PIN-RAY-WU-13.5MM, 4PIN-RAY-WU-EDGE-CONNECTOR
U$4566, 320.50, 137.40, 180.00, 0603-1U-CAP, 0603
U$4567, 320.50, 139.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4569, 320.49, 142.10, 0.00, 3512-LED, 3512-LED
U$457, 74.09, 25.10, 0.00, 3512-LED, 3512-LED
U$4570, 320.51, 135.90, 180.00, 3512-LED, 3512-LED
U$4571, 311.70, 139.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4573, 311.69, 142.10, 0.00, 3512-LED, 3512-LED
U$4574, 311.71, 135.90, 180.00, 3512-LED, 3512-LED
U$4575, 302.90, 137.40, 180.00, 0603-1U-CAP, 0603
U$4576, 302.90, 139.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4578, 302.89, 142.10, 0.00, 3512-LED, 3512-LED
U$4579, 302.91, 135.90, 180.00, 3512-LED, 3512-LED
U$458, 74.11, 18.90, 180.00, 3512-LED, 3512-LED
U$4580, 294.10, 139.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4582, 294.09, 142.10, 0.00, 3512-LED, 3512-LED
U$4583, 294.11, 135.90, 180.00, 3512-LED, 3512-LED
U$4584, 285.30, 137.40, 180.00, 0603-1U-CAP, 0603
U$4585, 285.30, 139.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4587, 285.29, 142.10, 0.00, 3512-LED, 3512-LED
U$4588, 285.31, 135.90, 180.00, 3512-LED, 3512-LED
U$4589, 276.50, 139.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$459, 65.30, 22.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4591, 276.49, 142.10, 0.00, 3512-LED, 3512-LED
U$4592, 276.51, 135.90, 180.00, 3512-LED, 3512-LED
U$4593, 267.70, 137.40, 180.00, 0603-1U-CAP, 0603
U$4594, 267.70, 139.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4596, 267.69, 142.10, 0.00, 3512-LED, 3512-LED
U$4597, 267.71, 135.90, 180.00, 3512-LED, 3512-LED
U$4598, 258.90, 139.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$46, 285.29, 16.10, 0.00, 3512-LED, 3512-LED
U$4600, 258.89, 142.10, 0.00, 3512-LED, 3512-LED
U$4601, 258.91, 135.90, 180.00, 3512-LED, 3512-LED
U$4602, 250.10, 137.40, 180.00, 0603-1U-CAP, 0603
U$4603, 250.10, 139.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4605, 250.09, 142.10, 0.00, 3512-LED, 3512-LED
U$4606, 250.11, 135.90, 180.00, 3512-LED, 3512-LED
U$4607, 241.30, 139.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4609, 241.29, 142.10, 0.00, 3512-LED, 3512-LED
U$461, 65.29, 25.10, 0.00, 3512-LED, 3512-LED
U$4610, 241.31, 135.90, 180.00, 3512-LED, 3512-LED
U$4611, 232.50, 137.40, 180.00, 0603-1U-CAP, 0603
U$4612, 232.50, 139.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4614, 232.49, 142.10, 0.00, 3512-LED, 3512-LED
U$4615, 232.51, 135.90, 180.00, 3512-LED, 3512-LED
U$4616, 223.70, 139.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4618, 223.69, 142.10, 0.00, 3512-LED, 3512-LED
U$4619, 223.71, 135.90, 180.00, 3512-LED, 3512-LED
U$462, 65.31, 18.90, 180.00, 3512-LED, 3512-LED
U$4620, 214.90, 137.40, 180.00, 0603-1U-CAP, 0603
U$4621, 214.90, 139.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4623, 214.89, 142.10, 0.00, 3512-LED, 3512-LED
U$4624, 214.91, 135.90, 180.00, 3512-LED, 3512-LED
U$4625, 206.10, 139.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4627, 206.09, 142.10, 0.00, 3512-LED, 3512-LED
U$4628, 206.11, 135.90, 180.00, 3512-LED, 3512-LED
U$4629, 197.30, 137.40, 180.00, 0603-1U-CAP, 0603
U$463, 56.50, 20.40, 180.00, 0603-1U-CAP, 0603
U$4630, 197.30, 139.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4632, 197.29, 142.10, 0.00, 3512-LED, 3512-LED
U$4633, 197.31, 135.90, 180.00, 3512-LED, 3512-LED
U$4634, 188.50, 139.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4636, 188.49, 142.10, 0.00, 3512-LED, 3512-LED
U$4637, 188.51, 135.90, 180.00, 3512-LED, 3512-LED
U$4638, 179.70, 137.40, 180.00, 0603-1U-CAP, 0603
U$4639, 179.70, 139.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$464, 56.50, 22.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4641, 179.69, 142.10, 0.00, 3512-LED, 3512-LED
U$4642, 179.71, 135.90, 180.00, 3512-LED, 3512-LED
U$4643, 170.90, 139.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4645, 170.89, 142.10, 0.00, 3512-LED, 3512-LED
U$4646, 170.91, 135.90, 180.00, 3512-LED, 3512-LED
U$4647, 162.10, 137.40, 180.00, 0603-1U-CAP, 0603
U$4648, 162.10, 139.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4650, 162.09, 142.10, 0.00, 3512-LED, 3512-LED
U$4651, 162.11, 135.90, 180.00, 3512-LED, 3512-LED
U$4652, 153.30, 139.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4654, 153.29, 142.10, 0.00, 3512-LED, 3512-LED
U$4655, 153.31, 135.90, 180.00, 3512-LED, 3512-LED
U$4656, 144.50, 137.40, 180.00, 0603-1U-CAP, 0603
U$4657, 144.50, 139.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4659, 144.49, 142.10, 0.00, 3512-LED, 3512-LED
U$466, 56.49, 25.10, 0.00, 3512-LED, 3512-LED
U$4660, 144.51, 135.90, 180.00, 3512-LED, 3512-LED
U$4661, 135.70, 139.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4663, 135.69, 142.10, 0.00, 3512-LED, 3512-LED
U$4664, 135.71, 135.90, 180.00, 3512-LED, 3512-LED
U$4665, 126.90, 137.40, 180.00, 0603-1U-CAP, 0603
U$4666, 126.90, 139.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4668, 126.89, 142.10, 0.00, 3512-LED, 3512-LED
U$4669, 126.91, 135.90, 180.00, 3512-LED, 3512-LED
U$467, 56.51, 18.90, 180.00, 3512-LED, 3512-LED
U$4670, 118.10, 139.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4672, 118.09, 142.10, 0.00, 3512-LED, 3512-LED
U$4673, 118.11, 135.90, 180.00, 3512-LED, 3512-LED
U$4674, 109.30, 137.40, 180.00, 0603-1U-CAP, 0603
U$4675, 109.30, 139.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4677, 109.29, 142.10, 0.00, 3512-LED, 3512-LED
U$4678, 109.31, 135.90, 180.00, 3512-LED, 3512-LED
U$4679, 100.50, 139.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$468, 47.70, 22.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4681, 100.49, 142.10, 0.00, 3512-LED, 3512-LED
U$4682, 100.51, 135.90, 180.00, 3512-LED, 3512-LED
U$4683, 91.70, 137.40, 180.00, 0603-1U-CAP, 0603
U$4684, 91.70, 139.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4686, 91.69, 142.10, 0.00, 3512-LED, 3512-LED
U$4687, 91.71, 135.90, 180.00, 3512-LED, 3512-LED
U$4688, 82.90, 139.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4690, 82.89, 142.10, 0.00, 3512-LED, 3512-LED
U$4691, 82.91, 135.90, 180.00, 3512-LED, 3512-LED
U$4692, 74.10, 137.40, 180.00, 0603-1U-CAP, 0603
U$4693, 74.10, 139.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4695, 74.09, 142.10, 0.00, 3512-LED, 3512-LED
U$4696, 74.11, 135.90, 180.00, 3512-LED, 3512-LED
U$4697, 65.30, 139.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4699, 65.29, 142.10, 0.00, 3512-LED, 3512-LED
U$47, 285.31, 9.90, 180.00, 3512-LED, 3512-LED
U$470, 47.69, 25.10, 0.00, 3512-LED, 3512-LED
U$4700, 65.31, 135.90, 180.00, 3512-LED, 3512-LED
U$4701, 56.50, 137.40, 180.00, 0603-1U-CAP, 0603
U$4702, 56.50, 139.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4704, 56.49, 142.10, 0.00, 3512-LED, 3512-LED
U$4705, 56.51, 135.90, 180.00, 3512-LED, 3512-LED
U$4706, 47.70, 139.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4708, 47.69, 142.10, 0.00, 3512-LED, 3512-LED
U$4709, 47.71, 135.90, 180.00, 3512-LED, 3512-LED
U$471, 47.71, 18.90, 180.00, 3512-LED, 3512-LED
U$4710, 38.90, 137.40, 180.00, 0603-1U-CAP, 0603
U$4711, 38.90, 139.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4713, 38.89, 142.10, 0.00, 3512-LED, 3512-LED
U$4714, 38.91, 135.90, 180.00, 3512-LED, 3512-LED
U$4715, 30.10, 139.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4717, 30.09, 142.10, 0.00, 3512-LED, 3512-LED
U$4718, 30.11, 135.90, 180.00, 3512-LED, 3512-LED
U$4719, 21.30, 137.40, 180.00, 0603-1U-CAP, 0603
U$472, 38.90, 20.40, 180.00, 0603-1U-CAP, 0603
U$4720, 21.30, 139.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4722, 21.29, 142.10, 0.00, 3512-LED, 3512-LED
U$4723, 21.31, 135.90, 180.00, 3512-LED, 3512-LED
U$4724, 12.50, 139.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
U$4726, 12.49, 142.10, 0.00, 3512-LED, 3512-LED
U$4727, 12.51, 135.90, 180.00, 3512-LED, 3512-LED
U$473, 38.90, 22.00, 180.00, 1515-LED-SMT550-NOSILK, 1515-LED-SMT550-NOSILK
